PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,STORE_LOCATION,NUMBER_OR_ROWS,NUMBER_OF_SALES,NUMBER_OF_UNITS_SOLD,REVENUE_PER_TRANSACTION,TOTAL_REVENUE,MONTH_ID,MONTH_NAME,DAY_NAME,TIME_BUCKET,SPEND_TREND
Bakery,Pastry,Croissant,Astoria,4,4,4,14.00,14.00,202304,Apr,Mon,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria,5,5,7,24.50,24.50,202304,Apr,Mon,Afternoon,Low
Tea,Brewed herbal tea,Peppermint Lg,Astoria,7,7,11,33.00,33.00,202303,Mar,Wed,Morning,High
Branded,Housewares,I Need My Bean! Latte cup,Astoria,1,1,1,14.00,14.00,202301,Jan,Thu,Morning,Low
Bakery,Scone,Cranberry Scone,Astoria,6,6,6,19.50,19.50,202306,Jun,Sun,Afternoon,Low
Bakery,Scone,Jumbo Savory Scone,Astoria,6,6,7,26.25,26.25,202303,Mar,Wed,Afternoon,Low
Coffee,Barista Espresso,Cappuccino Lg,Astoria,13,13,19,80.75,80.75,202303,Mar,Wed,Afternoon,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria,12,12,15,30.00,30.00,202306,Jun,Thu,Evening,Low
Tea,Brewed herbal tea,Peppermint Lg,Astoria,3,3,4,12.00,12.00,202301,Jan,Tue,Afternoon,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria,11,11,18,36.00,36.00,202304,Apr,Fri,Morning,High
Coffee,Barista Espresso,Latte,Astoria,7,7,9,33.75,33.75,202306,Jun,Sun,Evening,High
Coffee,Organic brewed coffee,Brazilian Sm,Astoria,5,5,5,11.00,11.00,202304,Apr,Fri,Morning,Low
Tea,Brewed Black tea,English Breakfast Lg,Astoria,9,9,12,36.00,36.00,202303,Mar,Wed,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria,10,10,14,34.30,34.30,202304,Apr,Mon,Afternoon,High
Coffee,Barista Espresso,Cappuccino Lg,Astoria,13,13,17,72.25,72.25,202306,Jun,Thu,Evening,High
Tea,Brewed Black tea,English Breakfast Rg,Astoria,11,11,17,42.50,42.50,202306,Jun,Thu,Evening,High
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Astoria,16,16,24,60.00,60.00,202304,Apr,Fri,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Rg,Astoria,3,3,4,12.00,12.00,202303,Mar,Wed,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria,3,3,4,19.00,19.00,202303,Mar,Fri,Evening,Low
Bakery,Biscotti,Hazelnut Biscotti,Astoria,6,6,7,22.75,22.75,202303,Mar,Wed,Morning,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria,10,10,17,63.75,63.75,202304,Apr,Sun,Evening,High
Bakery,Scone,Scottish Cream Scone ,Astoria,9,9,11,49.50,49.50,202303,Mar,Wed,Morning,High
Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria,3,3,3,7.50,7.50,202301,Jan,Tue,Evening,Low
Tea,Brewed herbal tea,Lemon Grass Rg,Astoria,10,10,15,37.50,37.50,202303,Mar,Wed,Morning,High
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Astoria,15,15,23,57.50,57.50,202303,Mar,Wed,Morning,High
Tea,Brewed herbal tea,Lemon Grass Lg,Astoria,8,8,11,33.00,33.00,202303,Mar,Wed,Morning,High
Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria,6,6,9,27.00,27.00,202303,Mar,Wed,Morning,Low
Coffee beans,Green beans,Guatemalan Sustainably Grown,Astoria,1,1,1,10.00,10.00,202304,Apr,Sat,Evening,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria,13,13,20,90.00,90.00,202303,Mar,Wed,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Astoria,12,12,18,72.00,72.00,202303,Mar,Wed,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria,11,11,16,40.00,40.00,202303,Mar,Wed,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria,8,8,11,27.50,27.50,202303,Mar,Wed,Morning,Low
Coffee,Barista Espresso,Cappuccino,Astoria,11,11,16,60.00,60.00,202306,Jun,Thu,Evening,High
Tea,Brewed herbal tea,Peppermint Rg,Astoria,9,9,14,35.00,35.00,202306,Jun,Sun,Afternoon,High
Bakery,Biscotti,Hazelnut Biscotti,Astoria,5,5,5,16.25,16.25,202304,Apr,Fri,Afternoon,Low
Tea,Brewed Black tea,English Breakfast Lg,Astoria,5,5,7,21.00,21.00,202306,Jun,Sun,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria,4,4,7,24.50,24.50,202301,Jan,Thu,Morning,Low
Coffee,Barista Espresso,Latte,Astoria,15,15,20,75.00,75.00,202306,Jun,Thu,Evening,High
Coffee,Organic brewed coffee,Brazilian Lg,Astoria,7,7,12,42.00,42.00,202306,Jun,Sun,Afternoon,High
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria,1,1,1,3.00,3.00,202301,Jan,Tue,Evening,Low
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria,3,3,5,15.00,15.00,202302,Feb,Sun,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria,5,5,7,21.00,21.00,202304,Apr,Fri,Afternoon,Low
Coffee beans,Espresso Beans,Espresso Roast,Astoria,2,2,2,29.50,29.50,202301,Jan,Thu,Morning,Low
Bakery,Scone,Jumbo Savory Scone,Astoria,4,4,4,15.00,15.00,202303,Mar,Fri,Evening,Low
Bakery,Pastry,Croissant,Astoria,4,4,4,14.00,14.00,202302,Feb,Sun,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria,7,7,10,20.00,20.00,202306,Jun,Sun,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria,6,6,7,21.00,21.00,202306,Jun,Sun,Afternoon,Low
Coffee beans,Premium Beans,Jamacian Coffee River,Astoria,1,1,1,19.75,19.75,202301,Jan,Fri,Morning,Low
Coffee,Organic brewed coffee,Brazilian Sm,Astoria,9,9,15,33.00,33.00,202303,Mar,Fri,Evening,High
Bakery,Pastry,Croissant,Astoria,7,7,7,24.50,24.50,202306,Jun,Sun,Afternoon,Low
Coffee,Barista Espresso,Latte Rg,Astoria,6,6,9,38.25,38.25,202306,Jun,Sun,Afternoon,High
Coffee,Barista Espresso,Cappuccino,Astoria,4,4,5,18.75,18.75,202306,Jun,Sun,Afternoon,Low
Bakery,Pastry,Chocolate Croissant,Astoria,4,4,5,18.75,18.75,202303,Mar,Wed,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria,6,6,10,30.00,30.00,202303,Mar,Wed,Afternoon,Low
Packaged Chocolate,Drinking Chocolate,Chili Mayan,Astoria,1,1,1,13.33,13.33,202301,Jan,Thu,Morning,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria,8,8,10,37.50,37.50,202302,Feb,Sun,Afternoon,High
Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Astoria,12,12,20,70.00,70.00,202306,Jun,Thu,Evening,High
Coffee,Organic brewed coffee,Brazilian Rg,Astoria,6,6,10,30.00,30.00,202306,Jun,Sun,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria,6,6,10,37.50,37.50,202306,Jun,Sun,Afternoon,High
Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria,7,7,10,35.00,35.00,202306,Jun,Sun,Afternoon,High
Bakery,Scone,Cranberry Scone,Astoria,8,8,8,26.00,26.00,202306,Jun,Thu,Evening,Low
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria,3,3,5,15.00,15.00,202304,Apr,Fri,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria,9,9,14,35.00,35.00,202304,Apr,Mon,Morning,High
Tea,Brewed Black tea,Earl Grey Lg,Astoria,6,6,9,27.00,27.00,202303,Mar,Thu,Evening,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria,19,19,28,126.00,126.00,202304,Apr,Mon,Morning,High
Tea,Brewed Black tea,Earl Grey Rg,Astoria,13,13,20,50.00,50.00,202304,Apr,Mon,Morning,High
Coffee,Barista Espresso,Cappuccino Lg,Astoria,17,17,28,119.00,119.00,202306,Jun,Fri,Morning,High
Coffee,Barista Espresso,Cappuccino,Astoria,8,8,12,45.00,45.00,202304,Apr,Mon,Morning,High
Bakery,Scone,Cranberry Scone,Astoria,11,11,11,35.75,35.75,202306,Jun,Fri,Morning,High
Coffee,Organic brewed coffee,Brazilian Lg,Astoria,11,11,13,45.50,45.50,202306,Jun,Fri,Morning,High
Bakery,Biscotti,Hazelnut Biscotti,Astoria,4,4,4,13.00,13.00,202303,Mar,Thu,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria,7,7,11,22.00,22.00,202303,Mar,Thu,Afternoon,Low
Coffee,Barista Espresso,Latte Rg,Astoria,11,11,16,68.00,68.00,202304,Apr,Mon,Morning,High
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria,12,12,16,60.00,60.00,202304,Apr,Mon,Morning,High
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria,3,3,4,19.00,19.00,202303,Mar,Thu,Afternoon,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria,20,20,25,63.75,63.75,202306,Jun,Fri,Morning,High
Bakery,Scone,Scottish Cream Scone ,Astoria,11,11,11,49.50,49.50,202304,Apr,Mon,Morning,High
Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria,2,2,2,6.00,6.00,202301,Jan,Wed,Afternoon,Low
Coffee,Barista Espresso,Cappuccino Lg,Astoria,16,16,25,106.25,106.25,202304,Apr,Mon,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria,20,20,30,105.00,105.00,202306,Jun,Fri,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria,13,13,21,63.00,63.00,202304,Apr,Mon,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria,12,12,19,48.45,48.45,202304,Apr,Mon,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria,5,5,7,14.00,14.00,202301,Jan,Tue,Evening,Low
Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Astoria,5,5,9,7.20,7.20,202304,Apr,Sun,Morning,Low
Bakery,Biscotti,Ginger Biscotti,Astoria,3,3,3,10.50,10.50,202302,Feb,Mon,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria,10,10,14,35.00,35.00,202304,Apr,Mon,Evening,High
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria,1,1,2,4.00,4.00,202302,Feb,Tue,Afternoon,Low
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria,7,7,10,25.00,25.00,202306,Jun,Mon,Afternoon,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Astoria,14,14,22,68.20,68.20,202304,Apr,Sun,Morning,High
Tea,Brewed Black tea,Earl Grey Lg,Astoria,5,5,9,27.00,27.00,202301,Jan,Thu,Afternoon,Low
Tea,Brewed herbal tea,Peppermint Rg,Astoria,14,14,21,52.50,52.50,202306,Jun,Mon,Afternoon,High
Bakery,Biscotti,Hazelnut Biscotti,Astoria,4,4,4,13.00,13.00,202306,Jun,Mon,Afternoon,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria,4,4,7,21.00,21.00,202304,Apr,Fri,Evening,Low
Tea,Brewed Black tea,English Breakfast Rg,Astoria,4,4,6,15.00,15.00,202303,Mar,Thu,Afternoon,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria,4,4,7,21.00,21.00,202301,Jan,Wed,Evening,Low
Coffee,Organic brewed coffee,Brazilian Lg,Astoria,6,6,11,38.50,38.50,202301,Jan,Wed,Afternoon,High
Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria,18,18,28,98.00,98.00,202304,Apr,Mon,Morning,High
Coffee,Barista Espresso,Espresso shot,Astoria,13,13,19,57.00,57.00,202304,Apr,Mon,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Astoria,3,3,4,12.40,12.40,202303,Mar,Thu,Afternoon,Low
Bakery,Scone,Cranberry Scone,Astoria,10,10,10,32.50,32.50,202304,Apr,Mon,Morning,High
Tea,Brewed Black tea,English Breakfast Lg,Astoria,3,3,5,15.00,15.00,202301,Jan,Wed,Afternoon,Low
Tea,Brewed Black tea,English Breakfast Lg,Astoria,8,8,11,33.00,33.00,202303,Mar,Thu,Afternoon,High
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria,1,1,1,2.50,2.50,202301,Jan,Wed,Evening,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria,12,12,18,54.00,54.00,202303,Mar,Fri,Morning,High
Bakery,Scone,Ginger Scone,Astoria,4,4,4,13.00,13.00,202303,Mar,Thu,Afternoon,Low
Coffee,Barista Espresso,Latte,Astoria,6,6,10,37.50,37.50,202303,Mar,Fri,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria,9,9,16,40.00,40.00,202303,Mar,Thu,Afternoon,High
Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria,3,3,6,13.20,13.20,202302,Feb,Tue,Afternoon,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Astoria,15,15,25,77.50,77.50,202304,Apr,Mon,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria,3,3,4,15.00,15.00,202304,Apr,Fri,Evening,Low
Coffee,Barista Espresso,Cappuccino Lg,Astoria,4,4,6,25.50,25.50,202301,Jan,Wed,Afternoon,Low
Bakery,Biscotti,Ginger Biscotti,Astoria,2,2,2,7.00,7.00,202304,Apr,Fri,Evening,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria,4,4,6,18.60,18.60,202304,Apr,Fri,Evening,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria,2,2,2,6.00,6.00,202303,Mar,Thu,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Sm,Astoria,5,5,8,17.60,17.60,202301,Jan,Wed,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Lg,Astoria,14,14,22,77.00,77.00,202304,Apr,Mon,Morning,High
Bakery,Scone,Scottish Cream Scone ,Astoria,4,4,4,18.00,18.00,202303,Mar,Thu,Evening,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria,21,21,29,87.00,87.00,202306,Jun,Fri,Morning,High
Bakery,Scone,Oatmeal Scone,Astoria,8,8,8,24.00,24.00,202306,Jun,Fri,Morning,Low
Bakery,Scone,Cranberry Scone,Astoria,2,2,2,6.50,6.50,202301,Jan,Wed,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Rg,Astoria,19,19,27,81.00,81.00,202306,Jun,Fri,Morning,High
Bakery,Scone,Jumbo Savory Scone,Astoria,3,3,3,11.25,11.25,202301,Jan,Wed,Afternoon,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria,6,6,7,21.00,21.00,202306,Jun,Mon,Afternoon,Low
Flavours,Regular syrup,Chocolate syrup,Astoria,1,1,2,1.60,1.60,202301,Jan,Mon,Evening,Low
Bakery,Scone,Cranberry Scone,Astoria,7,7,7,22.75,22.75,202306,Jun,Mon,Afternoon,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria,8,8,12,36.00,36.00,202301,Jan,Tue,Evening,High
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria,14,14,20,75.00,75.00,202306,Jun,Thu,Afternoon,High
Coffee,Gourmet brewed coffee,Ethiopia Lg,Astoria,2,2,3,10.50,10.50,202302,Feb,Tue,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria,2,2,3,7.50,7.50,202302,Feb,Mon,Afternoon,Low
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Astoria,5,5,9,22.50,22.50,202304,Apr,Mon,Evening,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Astoria,5,5,7,17.50,17.50,202302,Feb,Mon,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria,8,8,12,26.40,26.40,202306,Jun,Mon,Afternoon,Low
Bakery,Pastry,Chocolate Croissant,Astoria,7,7,7,26.25,26.25,202303,Mar,Fri,Evening,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria,8,8,11,33.00,33.00,202304,Apr,Mon,Evening,High
Coffee,Organic brewed coffee,Brazilian Lg,Astoria,12,12,19,66.50,66.50,202306,Jun,Mon,Afternoon,High
Coffee,Gourmet brewed coffee,Ethiopia Rg,Astoria,7,7,10,30.00,30.00,202306,Jun,Thu,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria,7,7,10,37.50,37.50,202303,Mar,Fri,Evening,High
Coffee,Organic brewed coffee,Brazilian Lg,Astoria,3,3,4,14.00,14.00,202303,Mar,Fri,Evening,Low
Tea,Brewed Black tea,English Breakfast Lg,Astoria,8,8,13,39.00,39.00,202301,Jan,Tue,Evening,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria,3,3,4,12.00,12.00,202302,Feb,Mon,Afternoon,Low
Bakery,Scone,Jumbo Savory Scone,Astoria,10,10,10,37.50,37.50,202304,Apr,Fri,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria,7,7,11,33.00,33.00,202306,Jun,Mon,Afternoon,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria,3,3,4,10.20,10.20,202306,Jun,Mon,Afternoon,Low
Coffee,Barista Espresso,Latte,Astoria,6,6,10,37.50,37.50,202302,Feb,Mon,Afternoon,High
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Astoria,3,3,4,12.40,12.40,202302,Feb,Mon,Afternoon,Low
Bakery,Scone,Jumbo Savory Scone,Astoria,4,4,4,15.00,15.00,202302,Feb,Mon,Afternoon,Low
Coffee,Barista Espresso,Cappuccino,Astoria,12,12,16,60.00,60.00,202304,Apr,Fri,Morning,High
Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria,1,1,1,3.00,3.00,202302,Feb,Sat,Evening,Low
Bakery,Pastry,Almond Croissant,Astoria,7,7,7,26.25,26.25,202304,Apr,Mon,Evening,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Astoria,14,14,21,52.50,52.50,202306,Jun,Mon,Afternoon,High
Tea,Brewed herbal tea,Lemon Grass Rg,Astoria,2,2,3,7.50,7.50,202302,Feb,Tue,Evening,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria,1,1,1,2.45,2.45,202302,Feb,Sun,Evening,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Astoria,9,9,16,48.00,48.00,202304,Apr,Fri,Morning,High
Tea,Brewed Black tea,English Breakfast Lg,Astoria,10,10,13,39.00,39.00,202306,Jun,Mon,Afternoon,High
Bakery,Pastry,Chocolate Croissant,Astoria,12,12,13,48.75,48.75,202306,Jun,Thu,Evening,High
Tea,Brewed herbal tea,Lemon Grass Lg,Astoria,1,1,1,3.00,3.00,202302,Feb,Tue,Afternoon,Low
Tea,Brewed herbal tea,Lemon Grass Lg,Astoria,6,6,10,30.00,30.00,202306,Jun,Mon,Afternoon,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria,14,14,19,85.50,85.50,202304,Apr,Sun,Morning,High
Bakery,Biscotti,Chocolate Chip Biscotti,Astoria,1,1,1,3.50,3.50,202301,Jan,Thu,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Rg,Astoria,6,6,10,30.00,30.00,202304,Apr,Mon,Evening,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria,4,4,7,26.25,26.25,202301,Jan,Tue,Evening,Low
Coffee,Barista Espresso,Latte Rg,Astoria,6,6,8,34.00,34.00,202302,Feb,Sun,Afternoon,High
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Astoria,9,9,15,46.50,46.50,202306,Jun,Mon,Afternoon,High
Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Astoria,11,11,17,59.50,59.50,202304,Apr,Mon,Evening,High
Tea,Brewed Black tea,Earl Grey Lg,Astoria,11,11,17,51.00,51.00,202302,Feb,Mon,Afternoon,High
Flavours,Regular syrup,Chocolate syrup,Astoria,1,1,2,1.60,1.60,202301,Jan,Thu,Afternoon,Low
Tea,Brewed Black tea,Earl Grey Lg,Astoria,11,11,17,51.00,51.00,202306,Jun,Mon,Afternoon,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria,12,12,18,54.00,54.00,202304,Apr,Mon,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Rg,Astoria,11,11,17,42.50,42.50,202306,Jun,Mon,Afternoon,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria,7,7,10,31.00,31.00,202303,Mar,Fri,Evening,High
Bakery,Scone,Jumbo Savory Scone,Astoria,9,9,9,33.75,33.75,202306,Jun,Mon,Afternoon,High
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria,1,1,2,7.50,7.50,202302,Feb,Tue,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Sm,Astoria,5,5,10,22.00,22.00,202302,Feb,Wed,Morning,Low
Bakery,Scone,Cranberry Scone,Astoria,5,5,5,16.25,16.25,202302,Feb,Mon,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria,8,8,13,48.75,48.75,202304,Apr,Fri,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria,5,5,8,19.60,19.60,202304,Apr,Fri,Morning,Low
Tea,Brewed Black tea,English Breakfast Rg,Astoria,7,7,11,27.50,27.50,202303,Mar,Fri,Evening,Low
Coffee,Barista Espresso,Cappuccino,Astoria,9,9,14,52.50,52.50,202304,Apr,Sun,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria,6,6,7,17.15,17.15,202301,Jan,Tue,Evening,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria,6,6,9,33.75,33.75,202302,Feb,Mon,Afternoon,High
Bakery,Scone,Ginger Scone,Astoria,1,1,1,3.25,3.25,202302,Feb,Tue,Afternoon,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Astoria,5,5,9,27.90,27.90,202303,Mar,Fri,Evening,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria,8,8,10,47.50,47.50,202304,Apr,Mon,Afternoon,High
Tea,Brewed Black tea,Earl Grey Rg,Astoria,3,3,3,7.50,7.50,202301,Jan,Wed,Afternoon,Low
Tea,Brewed Black tea,Earl Grey Rg,Astoria,19,19,27,67.50,67.50,202306,Jun,Sat,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Astoria,13,13,17,51.00,51.00,202306,Jun,Sat,Morning,High
Coffee,Organic brewed coffee,Brazilian Lg,Astoria,16,16,25,87.50,87.50,202306,Jun,Sat,Morning,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Astoria,4,4,7,14.00,14.00,202303,Mar,Fri,Afternoon,Low
Tea,Brewed herbal tea,Peppermint Lg,Astoria,4,4,7,21.00,21.00,202302,Feb,Sun,Evening,Low
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria,18,18,30,75.00,75.00,202306,Jun,Sat,Morning,High
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria,22,22,30,135.00,135.00,202306,Jun,Sat,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria,4,4,6,18.60,18.60,202303,Mar,Thu,Afternoon,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria,20,20,34,86.70,86.70,202306,Jun,Sat,Morning,High
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria,6,6,7,33.25,33.25,202302,Feb,Sun,Evening,High
Tea,Brewed herbal tea,Lemon Grass Rg,Astoria,7,7,11,27.50,27.50,202303,Mar,Fri,Afternoon,Low
Tea,Brewed Black tea,English Breakfast Lg,Astoria,6,6,10,30.00,30.00,202303,Mar,Fri,Afternoon,Low
Coffee,Barista Espresso,Latte Rg,Astoria,17,17,27,114.75,114.75,202306,Jun,Sat,Morning,High
Bakery,Scone,Oatmeal Scone,Astoria,6,6,6,18.00,18.00,202306,Jun,Sat,Afternoon,Low
Tea,Brewed herbal tea,Lemon Grass Lg,Astoria,14,14,22,66.00,66.00,202306,Jun,Sat,Morning,High
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria,14,14,20,75.00,75.00,202306,Jun,Sat,Morning,High
Bakery,Scone,Scottish Cream Scone ,Astoria,7,7,7,31.50,31.50,202306,Jun,Sat,Morning,High
Bakery,Scone,Oatmeal Scone,Astoria,6,6,6,18.00,18.00,202303,Mar,Fri,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria,15,15,23,69.00,69.00,202306,Jun,Sat,Morning,High
Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria,19,19,30,75.00,75.00,202306,Jun,Sat,Morning,High
Coffee,Barista Espresso,Cappuccino Lg,Astoria,16,16,23,97.75,97.75,202306,Jun,Sat,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Rg,Astoria,19,19,27,81.00,81.00,202306,Jun,Sat,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria,15,15,19,58.90,58.90,202306,Jun,Sat,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria,5,5,8,20.00,20.00,202301,Jan,Wed,Afternoon,Low
Tea,Brewed Black tea,English Breakfast Lg,Astoria,18,18,31,93.00,93.00,202306,Jun,Sat,Morning,High
Bakery,Scone,Jumbo Savory Scone,Astoria,6,6,6,22.50,22.50,202306,Jun,Sat,Morning,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria,13,13,20,60.00,60.00,202306,Jun,Sat,Morning,High
Coffee,Barista Espresso,Espresso shot,Astoria,17,17,26,78.00,78.00,202306,Jun,Sat,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Astoria,6,6,7,17.85,17.85,202303,Mar,Thu,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Astoria,6,6,9,33.75,33.75,202302,Feb,Sun,Evening,High
Bakery,Scone,Ginger Scone,Astoria,10,10,10,32.50,32.50,202304,Apr,Thu,Morning,High
Bakery,Pastry,Almond Croissant,Astoria,6,6,6,22.50,22.50,202304,Apr,Thu,Morning,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria,2,2,2,4.90,4.90,202303,Mar,Thu,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria,15,15,23,46.00,46.00,202306,Jun,Sat,Morning,High
Bakery,Scone,Oatmeal Scone,Astoria,10,10,10,30.00,30.00,202306,Jun,Sat,Morning,Low
Bakery,Scone,Oatmeal Scone,Astoria,2,2,2,6.00,6.00,202303,Mar,Thu,Afternoon,Low
